Epoch,Loss,Time(s)
1,1.6013148530669834,440.84877610206604
2,1.146081994942692,437.94428420066833
3,0.9394174830992813,437.0430181026459
4,0.7923829778457236,442.3025932312012
5,0.6699906301391704,457.5189485549927
6,0.5716671714240023,458.0234453678131
7,0.47609278841701613,503.09825921058655
8,0.3922427249667437,577.5927619934082
9,0.30885873828321464,574.6152727603912
10,0.26907226634795406,586.9696173667908

Total training time:, 4915.96 seconds
